#
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
25015.134765625,41354.0
26444.30078125,40040.0
30664.572265625,39480.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
22557.099609375,44326.0
34496.8984375,30084.0
24660.06640625,36178.0
26394.0,34096.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
22557.099609375,44326.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
26790.2265625,31048.0
27766.80078125,30916.0
25785.80078125,32202.0
22557.099609375,44326.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
26790.2265625,31048.0
27766.80078125,30916.0
25785.80078125,32202.0
22557.099609375,44326.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
26790.2265625,31048.0
27766.80078125,30916.0
25785.80078125,32202.0
22557.099609375,44326.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
26790.2265625,31048.0
27766.80078125,30916.0
25785.80078125,32202.0
22557.099609375,44326.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
26790.2265625,31048.0
27766.80078125,30916.0
25785.80078125,32202.0
22557.099609375,44326.0
75828.625,1464.0
75151.3984375,1536.0
72025.96875,1632.0
#
65523.58984375,1872.0
23792.400390625,32918.0
34496.8984375,30084.0
34496.8984375,30084.0
26790.2265625,31048.0
27766.80078125,30916.0
25873.099609375,32292.0
