[49711.62890625, 275976.59375, 457702.34375]
[48022.98046875, 263899.25, 437360.34375]
[47734.11328125, 260549.53125, 431296.1875]
[48462.7109375, 268262.25, 444460.59375]
[50020.17578125, 278724.3125, 462013.84375]
[48828.84765625, 275731.5625, 456270.96875]
[47522.9921875, 258869.40625, 427482.75]
[51648.1328125, 276601.46875, 458454.71875]
[46006.05078125, 250268.203125, 413121.0]
[50204.59375, 262098.546875, 434349.46875]
[46936.171875, 268586.34375, 444831.8125]
[47496.4375, 271263.75, 448454.28125]
[48324.7109375, 268125.78125, 444250.78125]
[50668.11328125, 273082.09375, 452270.03125]
[48288.625, 263100.3125, 435634.875]
[50244.09765625, 277325.96875, 459366.71875]
[48063.86328125, 284422.71875, 471769.375]
[51086.3515625, 282264.40625, 467689.90625]
[47045.66796875, 262917.28125, 435388.65625]
[48733.40625, 273599.59375, 453131.5625]
[49104.0625, 273337.9375, 453446.84375]
[47394.49609375, 262359.5, 434523.75]
[49016.15625, 253478.078125, 419910.5]
[47855.63671875, 262480.5, 434630.71875]
[45612.00390625, 232132.59375, 383677.3125]
[50314.3828125, 292466.3125, 485224.15625]
[47440.9140625, 256989.5, 425674.71875]
[48602.07421875, 277167.25, 458951.03125]
[47410.62890625, 265095.90625, 438926.84375]
[46671.078125, 258007.453125, 427070.375]
[46729.25390625, 267410.46875, 442284.4375]
[48164.4765625, 282203.0, 468594.96875]
[45995.0703125, 258882.34375, 428901.15625]
[49999.56640625, 279332.59375, 462800.9375]
[47394.52734375, 268392.9375, 444005.8125]
[48521.21875, 275285.75, 456180.125]
[51419.4921875, 271223.96875, 449132.25]
[47043.25390625, 251882.765625, 416684.0]
[47243.1328125, 269408.6875, 446259.5]
[49074.140625, 272404.53125, 451456.09375]
[48399.41015625, 247861.5625, 409426.15625]
[47239.19921875, 262064.0625, 433728.59375]
[47741.17578125, 274351.9375, 454497.21875]
[47709.703125, 275822.8125, 456997.90625]
[43108.90234375, 216388.15625, 356466.59375]
[44905.15234375, 259177.15625, 429130.25]
[47402.6875, 260208.046875, 430289.46875]
[49741.7421875, 275827.0, 457544.375]
[50078.6015625, 290850.5625, 482249.4375]
[48144.02734375, 257997.46875, 426409.40625]
[51088.90625, 301889.3125, 500366.625]
[48571.93359375, 256015.921875, 423967.4375]
[50721.90234375, 286692.125, 476304.75]
[48665.73828125, 279989.90625, 463981.4375]
[48867.453125, 248573.515625, 411022.15625]
[46019.296875, 244551.34375, 403589.5625]
[48416.859375, 270954.75, 448421.5]
[51227.7109375, 278779.3125, 462229.8125]
[49536.88671875, 293372.1875, 486521.125]
[48694.9609375, 273163.875, 452731.53125]
[44302.11328125, 260741.8125, 431505.21875]
[50044.94140625, 283697.09375, 470516.125]
[47034.73828125, 278476.46875, 461770.15625]
[45394.8828125, 260487.03125, 431491.40625]
[49016.609375, 272676.5625, 452205.9375]
[49336.8515625, 253738.28125, 420603.96875]
[49642.2421875, 265551.9375, 439607.21875]
[49459.01953125, 283102.28125, 469598.9375]
[47134.28515625, 263426.3125, 436124.96875]
[47076.5546875, 248566.96875, 411178.75]
[51169.859375, 265736.78125, 440529.40625]
[49919.91015625, 278760.96875, 461903.53125]
[50023.30859375, 274736.15625, 455315.09375]
[49671.73828125, 267608.9375, 443688.8125]
[49838.4765625, 259602.890625, 429638.96875]
[49101.96875, 262105.90625, 434329.1875]
[45987.66015625, 250816.09375, 414696.0]
[47428.44921875, 242384.46875, 399982.53125]
[47329.66796875, 275877.9375, 457275.5]
[49638.36328125, 279784.1875, 463756.0625]
[49264.94921875, 264447.65625, 438621.25]
[49756.64453125, 280728.4375, 465155.21875]
[46800.9296875, 249097.015625, 411929.21875]
[50519.91796875, 251658.109375, 416293.09375]
[46242.515625, 249513.140625, 412789.0]
[47683.09765625, 250622.828125, 414296.71875]
[48492.31640625, 257901.28125, 426457.53125]
[47437.1484375, 256556.1875, 424485.5625]
[47491.421875, 256317.234375, 424381.90625]
[48398.5859375, 269846.9375, 446404.15625]
[50097.98046875, 290352.125, 481997.8125]
[52041.73828125, 297814.0, 493975.21875]
[47933.19140625, 280375.25, 464789.53125]
[48109.80859375, 271397.15625, 450138.4375]
[49120.90234375, 258259.421875, 427699.71875]
[47820.1640625, 266957.6875, 441534.78125]
[49625.93359375, 264517.78125, 438735.28125]
[47964.5703125, 263538.875, 436276.34375]
[45516.640625, 259636.84375, 429685.84375]
[44630.83203125, 249005.5, 411598.84375]
[49711.62890625, 275976.59375, 457702.34375]
[48022.98046875, 263899.25, 437360.34375]
[47734.11328125, 260549.53125, 431296.1875]
[48462.7109375, 268262.25, 444460.59375]
[50020.17578125, 278724.3125, 462013.84375]
[48828.84765625, 275731.5625, 456270.96875]
[47522.9921875, 258869.40625, 427482.75]
[51648.1328125, 276601.46875, 458454.71875]
[46006.05078125, 250268.203125, 413121.0]
[50204.59375, 262098.546875, 434349.46875]
[46936.171875, 268586.34375, 444831.8125]
[47496.4375, 271263.75, 448454.28125]
[48324.7109375, 268125.78125, 444250.78125]
[50668.11328125, 273082.09375, 452270.03125]
[48288.625, 263100.3125, 435634.875]
[50244.09765625, 277325.96875, 459366.71875]
[48063.86328125, 284422.71875, 471769.375]
[51086.3515625, 282264.40625, 467689.90625]
[47045.66796875, 262917.28125, 435388.65625]
[48733.40625, 273599.59375, 453131.5625]
[49104.0625, 273337.9375, 453446.84375]
[47394.49609375, 262359.5, 434523.75]
[49016.15625, 253478.078125, 419910.5]
[47855.63671875, 262480.5, 434630.71875]
[45612.00390625, 232132.59375, 383677.3125]
[50314.3828125, 292466.3125, 485224.15625]
[47440.9140625, 256989.5, 425674.71875]
[48602.07421875, 277167.25, 458951.03125]
[47410.62890625, 265095.90625, 438926.84375]
[46671.078125, 258007.453125, 427070.375]
[46729.25390625, 267410.46875, 442284.4375]
[48164.4765625, 282203.0, 468594.96875]
[45995.0703125, 258882.34375, 428901.15625]
[49999.56640625, 279332.59375, 462800.9375]
[47394.52734375, 268392.9375, 444005.8125]
[48521.21875, 275285.75, 456180.125]
[51419.4921875, 271223.96875, 449132.25]
[47043.25390625, 251882.765625, 416684.0]
[47243.1328125, 269408.6875, 446259.5]
[49074.140625, 272404.53125, 451456.09375]
[48399.41015625, 247861.5625, 409426.15625]
[47239.19921875, 262064.0625, 433728.59375]
[47741.17578125, 274351.9375, 454497.21875]
[47709.703125, 275822.8125, 456997.90625]
[43108.90234375, 216388.15625, 356466.59375]
[44905.15234375, 259177.15625, 429130.25]
[47402.6875, 260208.046875, 430289.46875]
[49741.7421875, 275827.0, 457544.375]
[50078.6015625, 290850.5625, 482249.4375]
[48144.02734375, 257997.46875, 426409.40625]
[51088.90625, 301889.3125, 500366.625]
[48571.93359375, 256015.921875, 423967.4375]
[50721.90234375, 286692.125, 476304.75]
[48665.73828125, 279989.90625, 463981.4375]
[48867.453125, 248573.515625, 411022.15625]
[46019.296875, 244551.34375, 403589.5625]
[48416.859375, 270954.75, 448421.5]
[51227.7109375, 278779.3125, 462229.8125]
[49536.88671875, 293372.1875, 486521.125]
[48694.9609375, 273163.875, 452731.53125]
[44302.11328125, 260741.8125, 431505.21875]
[50044.94140625, 283697.09375, 470516.125]
[47034.73828125, 278476.46875, 461770.15625]
[45394.8828125, 260487.03125, 431491.40625]
[49016.609375, 272676.5625, 452205.9375]
[49336.8515625, 253738.28125, 420603.96875]
[49642.2421875, 265551.9375, 439607.21875]
[49459.01953125, 283102.28125, 469598.9375]
[47134.28515625, 263426.3125, 436124.96875]
[47076.5546875, 248566.96875, 411178.75]
[51169.859375, 265736.78125, 440529.40625]
[49919.91015625, 278760.96875, 461903.53125]
[50023.30859375, 274736.15625, 455315.09375]
[49671.73828125, 267608.9375, 443688.8125]
[49838.4765625, 259602.890625, 429638.96875]
[49101.96875, 262105.90625, 434329.1875]
[45987.66015625, 250816.09375, 414696.0]
[47428.44921875, 242384.46875, 399982.53125]
[47329.66796875, 275877.9375, 457275.5]
[49638.36328125, 279784.1875, 463756.0625]
[49264.94921875, 264447.65625, 438621.25]
[49756.64453125, 280728.4375, 465155.21875]
[46800.9296875, 249097.015625, 411929.21875]
[50519.91796875, 251658.109375, 416293.09375]
[46242.515625, 249513.140625, 412789.0]
[47683.09765625, 250622.828125, 414296.71875]
[48492.31640625, 257901.28125, 426457.53125]
[47437.1484375, 256556.1875, 424485.5625]
[47491.421875, 256317.234375, 424381.90625]
[48398.5859375, 269846.9375, 446404.15625]
[50097.98046875, 290352.125, 481997.8125]
[52041.73828125, 297814.0, 493975.21875]
[47933.19140625, 280375.25, 464789.53125]
[48109.80859375, 271397.15625, 450138.4375]
[49120.90234375, 258259.421875, 427699.71875]
[47820.1640625, 266957.6875, 441534.78125]
[49625.93359375, 264517.78125, 438735.28125]
[47964.5703125, 263538.875, 436276.34375]
[45516.640625, 259636.84375, 429685.84375]
[44630.83203125, 249005.5, 411598.84375]
[49711.62890625, 275976.59375, 457702.34375]
[48022.98046875, 263899.25, 437360.34375]
[47734.11328125, 260549.53125, 431296.1875]
[48462.7109375, 268262.25, 444460.59375]
[50020.17578125, 278724.3125, 462013.84375]
[48828.84765625, 275731.5625, 456270.96875]
[47522.9921875, 258869.40625, 427482.75]
[51648.1328125, 276601.46875, 458454.71875]
[46006.05078125, 250268.203125, 413121.0]
[50204.59375, 262098.546875, 434349.46875]
[46936.171875, 268586.34375, 444831.8125]
[47496.4375, 271263.75, 448454.28125]
[48324.7109375, 268125.78125, 444250.78125]
[50668.11328125, 273082.09375, 452270.03125]
[48288.625, 263100.3125, 435634.875]
[50244.09765625, 277325.96875, 459366.71875]
[48063.86328125, 284422.71875, 471769.375]
[51086.3515625, 282264.40625, 467689.90625]
[47045.66796875, 262917.28125, 435388.65625]
[48733.40625, 273599.59375, 453131.5625]
[49104.0625, 273337.9375, 453446.84375]
[47394.49609375, 262359.5, 434523.75]
[49016.15625, 253478.078125, 419910.5]
[47855.63671875, 262480.5, 434630.71875]
[45612.00390625, 232132.59375, 383677.3125]
[50314.3828125, 292466.3125, 485224.15625]
[47440.9140625, 256989.5, 425674.71875]
[48602.07421875, 277167.25, 458951.03125]
[47410.62890625, 265095.90625, 438926.84375]
[46671.078125, 258007.453125, 427070.375]
[46729.25390625, 267410.46875, 442284.4375]
[48164.4765625, 282203.0, 468594.96875]
[45995.0703125, 258882.34375, 428901.15625]
[49999.56640625, 279332.59375, 462800.9375]
[47394.52734375, 268392.9375, 444005.8125]
[48521.21875, 275285.75, 456180.125]
[51419.4921875, 271223.96875, 449132.25]
[47043.25390625, 251882.765625, 416684.0]
[47243.1328125, 269408.6875, 446259.5]
[49074.140625, 272404.53125, 451456.09375]
[48399.41015625, 247861.5625, 409426.15625]
[47239.19921875, 262064.0625, 433728.59375]
[47741.17578125, 274351.9375, 454497.21875]
[47709.703125, 275822.8125, 456997.90625]
[43108.90234375, 216388.15625, 356466.59375]
[44905.15234375, 259177.15625, 429130.25]
[47402.6875, 260208.046875, 430289.46875]
[49741.7421875, 275827.0, 457544.375]
[50078.6015625, 290850.5625, 482249.4375]
[48144.02734375, 257997.46875, 426409.40625]
[51088.90625, 301889.3125, 500366.625]
[48571.93359375, 256015.921875, 423967.4375]
[50721.90234375, 286692.125, 476304.75]
[48665.73828125, 279989.90625, 463981.4375]
[48867.453125, 248573.515625, 411022.15625]
[46019.296875, 244551.34375, 403589.5625]
[48416.859375, 270954.75, 448421.5]
[51227.7109375, 278779.3125, 462229.8125]
[49536.88671875, 293372.1875, 486521.125]
[48694.9609375, 273163.875, 452731.53125]
[44302.11328125, 260741.8125, 431505.21875]
[50044.94140625, 283697.09375, 470516.125]
[47034.73828125, 278476.46875, 461770.15625]
[45394.8828125, 260487.03125, 431491.40625]
[49016.609375, 272676.5625, 452205.9375]
[49336.8515625, 253738.28125, 420603.96875]
[49642.2421875, 265551.9375, 439607.21875]
[49459.01953125, 283102.28125, 469598.9375]
[47134.28515625, 263426.3125, 436124.96875]
[47076.5546875, 248566.96875, 411178.75]
[51169.859375, 265736.78125, 440529.40625]
[49919.91015625, 278760.96875, 461903.53125]
[50023.30859375, 274736.15625, 455315.09375]
[49671.73828125, 267608.9375, 443688.8125]
[49838.4765625, 259602.890625, 429638.96875]
[49101.96875, 262105.90625, 434329.1875]
[45987.66015625, 250816.09375, 414696.0]
[47428.44921875, 242384.46875, 399982.53125]
[47329.66796875, 275877.9375, 457275.5]
[49638.36328125, 279784.1875, 463756.0625]
[49264.94921875, 264447.65625, 438621.25]
[49756.64453125, 280728.4375, 465155.21875]
[46800.9296875, 249097.015625, 411929.21875]
[50519.91796875, 251658.109375, 416293.09375]
[46242.515625, 249513.140625, 412789.0]
[47683.09765625, 250622.828125, 414296.71875]
[48492.31640625, 257901.28125, 426457.53125]
[47437.1484375, 256556.1875, 424485.5625]
[47491.421875, 256317.234375, 424381.90625]
[48398.5859375, 269846.9375, 446404.15625]
[50097.98046875, 290352.125, 481997.8125]
[52041.73828125, 297814.0, 493975.21875]
[47933.19140625, 280375.25, 464789.53125]
[48109.80859375, 271397.15625, 450138.4375]
[49120.90234375, 258259.421875, 427699.71875]
[47820.1640625, 266957.6875, 441534.78125]
[49625.93359375, 264517.78125, 438735.28125]
[47964.5703125, 263538.875, 436276.34375]
[45516.640625, 259636.84375, 429685.84375]
[44630.83203125, 249005.5, 411598.84375]
[49711.62890625, 275976.59375, 457702.34375]
[48022.98046875, 263899.25, 437360.34375]
[47734.11328125, 260549.53125, 431296.1875]
[48462.7109375, 268262.25, 444460.59375]
[50020.17578125, 278724.3125, 462013.84375]
[48828.84765625, 275731.5625, 456270.96875]
[47522.9921875, 258869.40625, 427482.75]
[51648.1328125, 276601.46875, 458454.71875]
[46006.05078125, 250268.203125, 413121.0]
[50204.59375, 262098.546875, 434349.46875]
[46936.171875, 268586.34375, 444831.8125]
[47496.4375, 271263.75, 448454.28125]
[48324.7109375, 268125.78125, 444250.78125]
[50668.11328125, 273082.09375, 452270.03125]
[48288.625, 263100.3125, 435634.875]
[50244.09765625, 277325.96875, 459366.71875]
[48063.86328125, 284422.71875, 471769.375]
[51086.3515625, 282264.40625, 467689.90625]
[47045.66796875, 262917.28125, 435388.65625]
[48733.40625, 273599.59375, 453131.5625]
[49104.0625, 273337.9375, 453446.84375]
[47394.49609375, 262359.5, 434523.75]
[49016.15625, 253478.078125, 419910.5]
[47855.63671875, 262480.5, 434630.71875]
[45612.00390625, 232132.59375, 383677.3125]
[50314.3828125, 292466.3125, 485224.15625]
[47440.9140625, 256989.5, 425674.71875]
[48602.07421875, 277167.25, 458951.03125]
[47410.62890625, 265095.90625, 438926.84375]
[46671.078125, 258007.453125, 427070.375]
[46729.25390625, 267410.46875, 442284.4375]
[48164.4765625, 282203.0, 468594.96875]
[45995.0703125, 258882.34375, 428901.15625]
[49999.56640625, 279332.59375, 462800.9375]
[47394.52734375, 268392.9375, 444005.8125]
[48521.21875, 275285.75, 456180.125]
[51419.4921875, 271223.96875, 449132.25]
[47043.25390625, 251882.765625, 416684.0]
[47243.1328125, 269408.6875, 446259.5]
[49074.140625, 272404.53125, 451456.09375]
[48399.41015625, 247861.5625, 409426.15625]
[47239.19921875, 262064.0625, 433728.59375]
[47741.17578125, 274351.9375, 454497.21875]
[47709.703125, 275822.8125, 456997.90625]
[43108.90234375, 216388.15625, 356466.59375]
[44905.15234375, 259177.15625, 429130.25]
[47402.6875, 260208.046875, 430289.46875]
[49741.7421875, 275827.0, 457544.375]
[50078.6015625, 290850.5625, 482249.4375]
[48144.02734375, 257997.46875, 426409.40625]
[51088.90625, 301889.3125, 500366.625]
[48571.93359375, 256015.921875, 423967.4375]
[50721.90234375, 286692.125, 476304.75]
[48665.73828125, 279989.90625, 463981.4375]
[48867.453125, 248573.515625, 411022.15625]
[46019.296875, 244551.34375, 403589.5625]
[48416.859375, 270954.75, 448421.5]
[51227.7109375, 278779.3125, 462229.8125]
[49536.88671875, 293372.1875, 486521.125]
[48694.9609375, 273163.875, 452731.53125]
[44302.11328125, 260741.8125, 431505.21875]
[50044.94140625, 283697.09375, 470516.125]
[47034.73828125, 278476.46875, 461770.15625]
[45394.8828125, 260487.03125, 431491.40625]
[49016.609375, 272676.5625, 452205.9375]
[49336.8515625, 253738.28125, 420603.96875]
[49642.2421875, 265551.9375, 439607.21875]
[49459.01953125, 283102.28125, 469598.9375]
[47134.28515625, 263426.3125, 436124.96875]
[47076.5546875, 248566.96875, 411178.75]
[51169.859375, 265736.78125, 440529.40625]
[49919.91015625, 278760.96875, 461903.53125]
[50023.30859375, 274736.15625, 455315.09375]
[49671.73828125, 267608.9375, 443688.8125]
[49838.4765625, 259602.890625, 429638.96875]
[49101.96875, 262105.90625, 434329.1875]
[45987.66015625, 250816.09375, 414696.0]
[47428.44921875, 242384.46875, 399982.53125]
[47329.66796875, 275877.9375, 457275.5]
[49638.36328125, 279784.1875, 463756.0625]
[49264.94921875, 264447.65625, 438621.25]
[49756.64453125, 280728.4375, 465155.21875]
[46800.9296875, 249097.015625, 411929.21875]
[50519.91796875, 251658.109375, 416293.09375]
[46242.515625, 249513.140625, 412789.0]
[47683.09765625, 250622.828125, 414296.71875]
[48492.31640625, 257901.28125, 426457.53125]
[47437.1484375, 256556.1875, 424485.5625]
[47491.421875, 256317.234375, 424381.90625]
[48398.5859375, 269846.9375, 446404.15625]
[50097.98046875, 290352.125, 481997.8125]
[52041.73828125, 297814.0, 493975.21875]
[47933.19140625, 280375.25, 464789.53125]
[48109.80859375, 271397.15625, 450138.4375]
[49120.90234375, 258259.421875, 427699.71875]
[47820.1640625, 266957.6875, 441534.78125]
[49625.93359375, 264517.78125, 438735.28125]
[47964.5703125, 263538.875, 436276.34375]
[45516.640625, 259636.84375, 429685.84375]
[44630.83203125, 249005.5, 411598.84375]
[49711.62890625, 275976.59375, 457702.34375]
[48022.98046875, 263899.25, 437360.34375]
[47734.11328125, 260549.53125, 431296.1875]
[48462.7109375, 268262.25, 444460.59375]
[50020.17578125, 278724.3125, 462013.84375]
[48828.84765625, 275731.5625, 456270.96875]
[47522.9921875, 258869.40625, 427482.75]
[51648.1328125, 276601.46875, 458454.71875]
[46006.05078125, 250268.203125, 413121.0]
[50204.59375, 262098.546875, 434349.46875]
[46936.171875, 268586.34375, 444831.8125]
[47496.4375, 271263.75, 448454.28125]
[48324.7109375, 268125.78125, 444250.78125]
[50668.11328125, 273082.09375, 452270.03125]
[48288.625, 263100.3125, 435634.875]
[50244.09765625, 277325.96875, 459366.71875]
[48063.86328125, 284422.71875, 471769.375]
[51086.3515625, 282264.40625, 467689.90625]
[47045.66796875, 262917.28125, 435388.65625]
[48733.40625, 273599.59375, 453131.5625]
[49104.0625, 273337.9375, 453446.84375]
[47394.49609375, 262359.5, 434523.75]
[49016.15625, 253478.078125, 419910.5]
[47855.63671875, 262480.5, 434630.71875]
[45612.00390625, 232132.59375, 383677.3125]
[50314.3828125, 292466.3125, 485224.15625]
[47440.9140625, 256989.5, 425674.71875]
[48602.07421875, 277167.25, 458951.03125]
[47410.62890625, 265095.90625, 438926.84375]
[46671.078125, 258007.453125, 427070.375]
[46729.25390625, 267410.46875, 442284.4375]
[48164.4765625, 282203.0, 468594.96875]
[45995.0703125, 258882.34375, 428901.15625]
[49999.56640625, 279332.59375, 462800.9375]
[47394.52734375, 268392.9375, 444005.8125]
[48521.21875, 275285.75, 456180.125]
[51419.4921875, 271223.96875, 449132.25]
[47043.25390625, 251882.765625, 416684.0]
[47243.1328125, 269408.6875, 446259.5]
[49074.140625, 272404.53125, 451456.09375]
[48399.41015625, 247861.5625, 409426.15625]
[47239.19921875, 262064.0625, 433728.59375]
[47741.17578125, 274351.9375, 454497.21875]
[47709.703125, 275822.8125, 456997.90625]
[43108.90234375, 216388.15625, 356466.59375]
[44905.15234375, 259177.15625, 429130.25]
[47402.6875, 260208.046875, 430289.46875]
[49741.7421875, 275827.0, 457544.375]
[50078.6015625, 290850.5625, 482249.4375]
[48144.02734375, 257997.46875, 426409.40625]
[51088.90625, 301889.3125, 500366.625]
[48571.93359375, 256015.921875, 423967.4375]
[50721.90234375, 286692.125, 476304.75]
[48665.73828125, 279989.90625, 463981.4375]
[48867.453125, 248573.515625, 411022.15625]
[46019.296875, 244551.34375, 403589.5625]
[48416.859375, 270954.75, 448421.5]
[51227.7109375, 278779.3125, 462229.8125]
[49536.88671875, 293372.1875, 486521.125]
[48694.9609375, 273163.875, 452731.53125]
[44302.11328125, 260741.8125, 431505.21875]
[50044.94140625, 283697.09375, 470516.125]
[47034.73828125, 278476.46875, 461770.15625]
[45394.8828125, 260487.03125, 431491.40625]
[49016.609375, 272676.5625, 452205.9375]
[49336.8515625, 253738.28125, 420603.96875]
[49642.2421875, 265551.9375, 439607.21875]
[49459.01953125, 283102.28125, 469598.9375]
[47134.28515625, 263426.3125, 436124.96875]
[47076.5546875, 248566.96875, 411178.75]
[51169.859375, 265736.78125, 440529.40625]
[49919.91015625, 278760.96875, 461903.53125]
[50023.30859375, 274736.15625, 455315.09375]
[49671.73828125, 267608.9375, 443688.8125]
[49838.4765625, 259602.890625, 429638.96875]
[49101.96875, 262105.90625, 434329.1875]
[45987.66015625, 250816.09375, 414696.0]
[47428.44921875, 242384.46875, 399982.53125]
[47329.66796875, 275877.9375, 457275.5]
[49638.36328125, 279784.1875, 463756.0625]
[49264.94921875, 264447.65625, 438621.25]
[49756.64453125, 280728.4375, 465155.21875]
[46800.9296875, 249097.015625, 411929.21875]
[50519.91796875, 251658.109375, 416293.09375]
[46242.515625, 249513.140625, 412789.0]
[47683.09765625, 250622.828125, 414296.71875]
[48492.31640625, 257901.28125, 426457.53125]
[47437.1484375, 256556.1875, 424485.5625]
[47491.421875, 256317.234375, 424381.90625]
[48398.5859375, 269846.9375, 446404.15625]
[50097.98046875, 290352.125, 481997.8125]
[52041.73828125, 297814.0, 493975.21875]
[47933.19140625, 280375.25, 464789.53125]
[48109.80859375, 271397.15625, 450138.4375]
[49120.90234375, 258259.421875, 427699.71875]
[47820.1640625, 266957.6875, 441534.78125]
[49625.93359375, 264517.78125, 438735.28125]
[47964.5703125, 263538.875, 436276.34375]
[45516.640625, 259636.84375, 429685.84375]
[44630.83203125, 249005.5, 411598.84375]
